lat,lng,Avg. rating,Number of Records
38.190195,-121.68335,3.95,10
38.146697,-121.68335,3.95,10
38.103199,-121.68335,3.785714286,7
38.059701,-121.68335,4.1,5
38.016203,-121.68335,3.911764706,17
37.972705,-121.68335,3.866666667,60
37.929207,-121.68335,3.888888889,45
37.885709,-121.68335,3.833333333,33
37.842211,-121.68335,4.5,1
37.755215,-121.68335,3.9,15
37.711717,-121.68335,3.875,16
37.624721,-121.68335,3.5,2
37.233239,-121.68335,3.5,1
37.189741,-121.68335,3.954545455,11
37.146243,-121.68335,3.974137931,58
37.102745,-121.68335,3.964285714,56
37.059247,-121.68335,3.857142857,7
36.928753,-121.68335,4,1
38.842665,-121.738928,4.5,1
38.799167,-121.738928,4.5,1
38.755669,-121.738928,4.5,2
38.712171,-121.738928,4.061403509,57
38.668673,-121.738928,4.061403509,57
38.625175,-121.738928,4.058823529,51
38.581677,-121.738928,3.828947368,114
38.538179,-121.738928,3.828947368,114
38.494681,-121.738928,3.835051546,97
38.190195,-121.738928,4.25,2
38.146697,-121.738928,4.25,2
38.059701,-121.738928,3.75,4
38.016203,-121.738928,3.844444444,45
37.972705,-121.738928,3.842696629,89
37.929207,-121.738928,3.852941176,68
37.885709,-121.738928,3.84,25
37.755215,-121.738928,3.909090909,22
37.711717,-121.738928,3.900943396,106
37.668219,-121.738928,3.898148148,108
37.624721,-121.738928,3.9,10
37.581223,-121.738928,3.75,2
37.407231,-121.738928,4.5,2
37.363733,-121.738928,4.125,8
37.320235,-121.738928,3.964285714,14
37.276737,-121.738928,3.903846154,26
37.233239,-121.738928,3.90625,16
37.189741,-121.738928,3.970588235,17
37.146243,-121.738928,4.166666667,3
37.059247,-121.738928,4.5,1
37.015749,-121.738928,4.5,1
36.972251,-121.738928,4.019230769,26
36.928753,-121.738928,4.072916667,48
38.755669,-121.794506,4.5,1
38.712171,-121.794506,4.074468085,47
38.668673,-121.794506,4.036231884,69
38.625175,-121.794506,4.03125,64
38.581677,-121.794506,3.890625,32
38.538179,-121.794506,3.890625,32
38.494681,-121.794506,4.057142857,35
38.451183,-121.794506,4.138888889,18
38.407685,-121.794506,4.115384615,13
38.059701,-121.794506,4.040540541,37
38.016203,-121.794506,3.965753425,73
37.972705,-121.794506,3.986842105,76
37.929207,-121.794506,4,16
37.755215,-121.794506,4.333333333,3
37.711717,-121.794506,3.904494382,89
37.668219,-121.794506,3.897849462,93
37.624721,-121.794506,3.944444444,18
37.581223,-121.794506,3.75,2
37.407231,-121.794506,4.040540541,37
37.363733,-121.794506,3.981132075,159
37.320235,-121.794506,3.987244898,196
37.276737,-121.794506,3.963888889,180
37.233239,-121.794506,3.968085106,94
37.189741,-121.794506,4.017857143,28
37.146243,-121.794506,4,1
37.015749,-121.794506,4.2,5
36.972251,-121.794506,4,29
36.928753,-121.794506,4.066176471,68
38.842665,-121.850084,3.5,1
38.799167,-121.850084,3.5,1
38.755669,-121.850084,3.5,1
38.494681,-121.850084,4.142857143,28
38.451183,-121.850084,4.155172414,29
38.407685,-121.850084,4.145833333,24
38.364187,-121.850084,4.5,1
38.190195,-121.850084,4,1
38.059701,-121.850084,3.963768116,69
38.016203,-121.850084,3.947916667,96
37.972705,-121.850084,3.948275862,87
37.755215,-121.850084,3.862068966,58
37.711717,-121.850084,3.910493827,162
37.668219,-121.850084,3.923076923,169
37.624721,-121.850084,4.043478261,69
37.581223,-121.850084,4.666666667,3
37.537725,-121.850084,4.5,1
37.494227,-121.850084,3.625,4
37.450729,-121.850084,3.842592593,54
37.407231,-121.850084,3.967567568,185
37.363733,-121.850084,3.983606557,488
37.320235,-121.850084,4.000904159,553
37.276737,-121.850084,3.958448753,361
37.233239,-121.850084,3.929012346,162
37.189741,-121.850084,4.037037037,27
37.146243,-121.850084,4,1
37.015749,-121.850084,3.909090909,11
36.972251,-121.850084,4,14
36.928753,-121.850084,3.916666667,12
38.842665,-121.905662,3.5,1
38.799167,-121.905662,3.5,1
38.755669,-121.905662,3.5,1
38.451183,-121.905662,4.5,1
38.407685,-121.905662,3.75,6
38.364187,-121.905662,3.928571429,7
38.320689,-121.905662,4,4
38.277191,-121.905662,3.5,2
38.233693,-121.905662,3.666666667,3
38.190195,-121.905662,4,1
38.059701,-121.905662,3.927083333,48
38.016203,-121.905662,3.956140351,57
37.972705,-121.905662,3.955357143,56
37.929207,-121.905662,3.9375,8
37.885709,-121.905662,3.9,5
37.842211,-121.905662,3.8125,16
37.798713,-121.905662,3.928571429,21
37.755215,-121.905662,3.860169492,118
37.711717,-121.905662,3.891774892,231
37.668219,-121.905662,3.899122807,228
37.624721,-121.905662,4.012345679,81
37.581223,-121.905662,4.166666667,15
37.537725,-121.905662,3.977272727,44
37.494227,-121.905662,3.898809524,84
37.450729,-121.905662,3.877682403,233
37.407231,-121.905662,3.915254237,354
37.363733,-121.905662,3.976229508,610
37.320235,-121.905662,3.971383148,629
37.276737,-121.905662,3.942682927,410
37.233239,-121.905662,3.913294798,173
37.189741,-121.905662,4,21
37.146243,-121.905662,4.5,1
37.102745,-121.905662,4.5,1
37.015749,-121.905662,3.954545455,33
36.972251,-121.905662,3.986111111,36
36.928753,-121.905662,3.983870968,31
38.842665,-121.96124,3.833333333,3
38.712171,-121.96124,4.5,1
38.668673,-121.96124,4.75,2
38.625175,-121.96124,5,1
38.581677,-121.96124,4,3
38.538179,-121.96124,4.083333333,18
38.494681,-121.96124,4.083333333,18
38.451183,-121.96124,4,1
38.407685,-121.96124,3.885135135,74
38.364187,-121.96124,3.917431193,109
38.320689,-121.96124,3.926086957,115
38.277191,-121.96124,3.892857143,14
38.233693,-121.96124,3.892857143,14
38.190195,-121.96124,3.5,1
38.059701,-121.96124,4.15,10
38.016203,-121.96124,4.017241379,29
37.972705,-121.96124,3.96875,48
37.929207,-121.96124,3.9375,40
37.885709,-121.96124,4,6
37.842211,-121.96124,3.94375,80
37.798713,-121.96124,3.951807229,166
37.755215,-121.96124,3.894039735,151
37.711717,-121.96124,3.858823529,85
37.668219,-121.96124,3.83,50
37.624721,-121.96124,4.090909091,11
37.581223,-121.96124,3.868852459,122
37.537725,-121.96124,3.876681614,223
37.494227,-121.96124,3.882352941,187
37.450729,-121.96124,3.935114504,131
37.407231,-121.96124,3.902892562,242
37.363733,-121.96124,3.908388521,453
37.320235,-121.96124,3.918049793,482
37.276737,-121.96124,3.924433249,397
37.233239,-121.96124,3.932065217,184
37.189741,-121.96124,3.967532468,77
37.146243,-121.96124,4,4
37.102745,-121.96124,4,2
37.015749,-121.96124,3.927272727,110
36.972251,-121.96124,3.931818182,110
36.928753,-121.96124,3.9125,80
38.755669,-122.016818,4.5,1
38.712171,-122.016818,4,5
38.668673,-122.016818,4.166666667,6
38.625175,-122.016818,5,1
38.581677,-122.016818,5,1
38.538179,-122.016818,4.5,2
38.494681,-122.016818,4.5,2
38.407685,-122.016818,3.941176471,34
38.364187,-122.016818,3.953703704,54
38.320689,-122.016818,3.911392405,79
38.277191,-122.016818,3.931372549,102
38.233693,-122.016818,3.95212766,94
38.190195,-122.016818,3.954545455,22
38.059701,-122.016818,4.2,5
38.016203,-122.016818,3.996551724,145
37.972705,-122.016818,3.991304348,230
37.929207,-122.016818,3.973684211,247
37.885709,-122.016818,3.898809524,84
37.842211,-122.016818,3.965909091,88
37.798713,-122.016818,3.940366972,109
37.755215,-122.016818,3.838235294,34
37.711717,-122.016818,3.75,2
37.668219,-122.016818,3.90625,16
37.624721,-122.016818,3.864197531,81
37.581223,-122.016818,3.873966942,242
37.537725,-122.016818,3.883474576,236
37.494227,-122.016818,3.879562044,137
37.450729,-122.016818,3.910714286,56
37.407231,-122.016818,3.894736842,285
37.363733,-122.016818,3.877461707,457
37.320235,-122.016818,3.8647343,414
37.276737,-122.016818,3.887272727,275
37.233239,-122.016818,3.915730337,89
37.189741,-122.016818,3.949152542,59
37.146243,-122.016818,3.833333333,3
37.102745,-122.016818,3.863636364,11
37.059247,-122.016818,3.896551724,29
37.015749,-122.016818,3.916666667,210
36.972251,-122.016818,3.917948718,195
36.928753,-122.016818,3.930555556,180
38.755669,-122.072396,4.5,1
38.712171,-122.072396,4.5,1
38.668673,-122.072396,4.5,1
38.320689,-122.072396,3.80952381,21
38.277191,-122.072396,3.926470588,102
38.233693,-122.072396,3.942105263,95
38.190195,-122.072396,4,15
38.059701,-122.072396,4.111111111,9
38.016203,-122.072396,3.980519481,154
37.972705,-122.072396,3.979323308,266
37.929207,-122.072396,3.926282051,312
37.885709,-122.072396,3.92816092,174
37.842211,-122.072396,3.889830508,59
37.798713,-122.072396,3.961538462,13
37.755215,-122.072396,4.208333333,12
37.711717,-122.072396,3.908227848,158
37.668219,-122.072396,3.923280423,189
37.624721,-122.072396,3.878854626,227
37.581223,-122.072396,3.907185629,167
37.537725,-122.072396,3.860215054,93
37.494227,-122.072396,3.983333333,30
37.450729,-122.072396,3.849206349,63
37.407231,-122.072396,3.844262295,305
37.363733,-122.072396,3.827247191,356
37.320235,-122.072396,3.822147651,149
37.276737,-122.072396,3.865168539,89
37.233239,-122.072396,3.925,20
37.102745,-122.072396,4.023809524,21
37.059247,-122.072396,4,25
37.015749,-122.072396,3.826530612,49
36.972251,-122.072396,3.815789474,38
36.928753,-122.072396,3.844827586,29
38.755669,-122.127974,3.9,5
38.712171,-122.127974,3.9,5
38.277191,-122.127974,4.3,5
38.233693,-122.127974,3.80952381,21
38.190195,-122.127974,3.80952381,21
38.103199,-122.127974,4,28
38.059701,-122.127974,4.044117647,68
38.016203,-122.127974,3.988888889,90
37.972705,-122.127974,3.985507246,69
37.929207,-122.127974,3.897727273,44
37.885709,-122.127974,3.87254902,51
37.842211,-122.127974,3.87755102,49
37.798713,-122.127974,4.333333333,12
37.755215,-122.127974,4,116
37.711717,-122.127974,3.967672414,232
37.668219,-122.127974,3.945414847,229
37.624721,-122.127974,3.919811321,106
37.537725,-122.127974,4,2
37.494227,-122.127974,3.844262295,122
37.450729,-122.127974,3.864583333,240
37.407231,-122.127974,3.859813084,321
37.363733,-122.127974,3.87109375,128
37.320235,-122.127974,3.95,10
37.189741,-122.127974,4.5,2
37.146243,-122.127974,4.178571429,14
37.102745,-122.127974,4.15,20
37.059247,-122.127974,4.083333333,6
38.842665,-122.183552,4.5,1
38.799167,-122.183552,4.5,1
38.755669,-122.183552,3.875,4
38.712171,-122.183552,3.875,4
38.581677,-122.183552,4,1
38.538179,-122.183552,4,1
38.494681,-122.183552,4,1
38.233693,-122.183552,3.857142857,7
38.190195,-122.183552,3.875,12
38.146697,-122.183552,3.942307692,26
38.103199,-122.183552,3.953846154,65
38.059701,-122.183552,4.008196721,61
38.016203,-122.183552,4.040540541,37
37.929207,-122.183552,3.833333333,24
37.885709,-122.183552,3.87037037,27
37.842211,-122.183552,3.922018349,109
37.798713,-122.183552,4.085201794,223
37.755215,-122.183552,4.063176895,277
37.711717,-122.183552,4.016574586,181
37.668219,-122.183552,3.958333333,84
37.624721,-122.183552,3.9375,8
37.537725,-122.183552,4.125,32
37.494227,-122.183552,3.886363636,242
37.450729,-122.183552,3.880177515,338
37.407231,-122.183552,3.829166667,240
37.363733,-122.183552,3.923076923,13
37.320235,-122.183552,3.75,2
37.189741,-122.183552,5,1
37.146243,-122.183552,5,1
37.102745,-122.183552,5,1
37.059247,-122.183552,4.25,2
37.015749,-122.183552,4.25,2
36.972251,-122.183552,4.25,2
38.581677,-122.23913,4,1
38.494681,-122.23913,4,1
38.364187,-122.23913,4.166666667,3
38.320689,-122.23913,3.985294118,34
38.277191,-122.23913,4.027027027,37
38.233693,-122.23913,4.120689655,29
38.190195,-122.23913,3.924242424,33
38.146697,-122.23913,3.963235294,136
38.103199,-122.23913,3.962406015,133
38.059701,-122.23913,4.046511628,86
38.016203,-122.23913,3.942307692,26
37.972705,-122.23913,3.846153846,13
37.929207,-122.23913,3.933823529,68
37.885709,-122.23913,3.97228145,469
37.842211,-122.23913,3.97826087,989
37.798713,-122.23913,4.033501896,791
37.755215,-122.23913,4.002985075,670
37.711717,-122.23913,3.948453608,97
37.581223,-122.23913,3.852272727,44
37.537725,-122.23913,3.961538462,260
37.494227,-122.23913,3.966442953,298
37.450729,-122.23913,3.970454545,220
37.407231,-122.23913,3.910714286,28
37.363733,-122.23913,4.083333333,6
37.320235,-122.23913,3.75,2
38.407685,-122.294708,3.5,1
38.364187,-122.294708,3.976190476,42
38.320689,-122.294708,4.038461538,156
38.277191,-122.294708,4.041666667,156
38.233693,-122.294708,4.083333333,42
38.190195,-122.294708,3.964285714,28
38.146697,-122.294708,3.955128205,78
38.103199,-122.294708,3.96969697,66
38.059701,-122.294708,4,62
38.016203,-122.294708,3.852631579,95
37.972705,-122.294708,3.883802817,142
37.929207,-122.294708,3.952380952,294
37.885709,-122.294708,3.972222222,684
37.842211,-122.294708,4.005928854,"1,012"
37.798713,-122.294708,4.001672241,598
37.755215,-122.294708,3.978835979,378
37.711717,-122.294708,3.9375,8
37.624721,-122.294708,4.108695652,23
37.581223,-122.294708,3.901006711,298
37.537725,-122.294708,3.919239905,421
37.494227,-122.294708,3.88961039,231
37.450729,-122.294708,3.956521739,46
37.407231,-122.294708,4,9
37.363733,-122.294708,4.25,2
38.451183,-122.350286,3.97826087,23
38.407685,-122.350286,3.97826087,23
38.364187,-122.350286,4.0375,40
38.320689,-122.350286,4.157894737,19
38.277191,-122.350286,4.111111111,18
38.233693,-122.350286,4,5
38.059701,-122.350286,3.75,2
38.016203,-122.350286,3.903846154,52
37.972705,-122.350286,4.014204545,176
37.929207,-122.350286,4.026315789,190
37.885709,-122.350286,4.015,100
37.842211,-122.350286,3.948717949,39
37.798713,-122.350286,3.948275862,116
37.755215,-122.350286,4.007352941,136
37.711717,-122.350286,4.123287671,73
37.668219,-122.350286,3.9375,16
37.624721,-122.350286,3.951086957,184
37.581223,-122.350286,3.940233236,343
37.537725,-122.350286,3.959649123,285
37.494227,-122.350286,3.918918919,37
37.450729,-122.350286,3.75,2
37.407231,-122.350286,4,1
37.276737,-122.350286,4.125,4
37.233239,-122.350286,4.125,4
38.625175,-122.405864,5,1
38.581677,-122.405864,5,1
38.538179,-122.405864,4.625,4
38.494681,-122.405864,4.416666667,6
38.451183,-122.405864,4.205882353,17
38.407685,-122.405864,4.115384615,13
38.364187,-122.405864,4.15,10
38.320689,-122.405864,4,2
38.277191,-122.405864,3.875,4
38.233693,-122.405864,3.833333333,3
38.190195,-122.405864,3.5,1
38.016203,-122.405864,4.5,2
37.972705,-122.405864,4,19
37.929207,-122.405864,4,20
37.885709,-122.405864,3.973684211,19
37.842211,-122.405864,3.948543689,"1,030"
37.798713,-122.405864,4.106413994,"1,372"
37.755215,-122.405864,4.136756757,925
37.711717,-122.405864,4.056970509,746
37.668219,-122.405864,3.981132075,265
37.624721,-122.405864,3.947457627,295
37.581223,-122.405864,3.946927374,179
37.494227,-122.405864,3.928571429,35
37.450729,-122.405864,3.907894737,38
37.407231,-122.405864,3.833333333,6
37.276737,-122.405864,4.125,4
37.233239,-122.405864,4.125,4
38.625175,-122.461442,5,1
38.581677,-122.461442,4.5,4
38.538179,-122.461442,4.128571429,35
38.494681,-122.461442,4.111111111,36
38.451183,-122.461442,4.076923077,26
38.407685,-122.461442,4.25,2
38.364187,-122.461442,4.208333333,12
38.320689,-122.461442,4.09,50
38.277191,-122.461442,4.057142857,70
38.233693,-122.461442,4.090909091,11
38.190195,-122.461442,3.875,4
38.016203,-122.461442,4.15,10
37.972705,-122.461442,4.133333333,15
37.929207,-122.461442,4.090909091,22
37.885709,-122.461442,3.889830508,59
37.842211,-122.461442,3.981233244,373
37.798713,-122.461442,4.038238702,863
37.755215,-122.461442,4.066693944,"1,222"
37.711717,-122.461442,3.93911007,854
37.668219,-122.461442,3.907843137,255
37.624721,-122.461442,3.887218045,133
37.581223,-122.461442,3.926829268,41
37.537725,-122.461442,3.92,25
37.494227,-122.461442,3.918181818,55
37.450729,-122.461442,3.903508772,57
37.407231,-122.461442,3.833333333,6
38.842665,-122.51702,4,5
38.799167,-122.51702,4,5
38.755669,-122.51702,4,5
38.625175,-122.51702,4,1
38.581677,-122.51702,4.166666667,3
38.538179,-122.51702,4.1875,8
38.494681,-122.51702,4.214285714,7
38.451183,-122.51702,4.071428571,7
38.407685,-122.51702,4.1,15
38.364187,-122.51702,4.148148148,27
38.320689,-122.51702,4.041666667,36
38.277191,-122.51702,4.018518519,27
38.233693,-122.51702,4.5,1
38.190195,-122.51702,4.5,1
38.146697,-122.51702,3.75,6
38.103199,-122.51702,3.847222222,36
38.059701,-122.51702,3.909836066,61
38.016203,-122.51702,4.017241379,174
37.972705,-122.51702,3.997607656,209
37.929207,-122.51702,3.980686695,233
37.885709,-122.51702,3.892592593,135
37.842211,-122.51702,3.942028986,69
37.798713,-122.51702,3.899521531,209
37.755215,-122.51702,3.902097902,286
37.711717,-122.51702,3.856741573,178
37.668219,-122.51702,3.858208955,67
37.624721,-122.51702,3.866071429,56
37.581223,-122.51702,3.884615385,39
37.494227,-122.51702,3.904761905,21
37.450729,-122.51702,3.928571429,14
38.842665,-122.572598,4,5
38.799167,-122.572598,4.045454545,11
38.755669,-122.572598,4.045454545,11
38.712171,-122.572598,4.083333333,6
38.625175,-122.572598,4.02,25
38.581677,-122.572598,4.02,25
38.538179,-122.572598,4.02,25
38.494681,-122.572598,3.5,1
38.451183,-122.572598,4,8
38.407685,-122.572598,4,8
38.364187,-122.572598,4.083333333,6
38.277191,-122.572598,4.041666667,12
38.233693,-122.572598,4.076923077,13
38.190195,-122.572598,4.125,12
38.146697,-122.572598,3.875,48
38.103199,-122.572598,3.84,75
38.059701,-122.572598,3.882653061,98
38.016203,-122.572598,3.967857143,140
37.972705,-122.572598,4.003546099,141
37.929207,-122.572598,4,118
37.885709,-122.572598,4.5,1
37.842211,-122.572598,4,8
38.799167,-122.628176,4.055555556,9
38.755669,-122.628176,4.055555556,9
38.712171,-122.628176,4.055555556,9
38.625175,-122.628176,4.75,2
38.581677,-122.628176,4.833333333,3
38.538179,-122.628176,4.833333333,3
38.451183,-122.628176,3.976190476,21
38.407685,-122.628176,3.970588235,17
38.277191,-122.628176,4.010752688,93
38.233693,-122.628176,4.087591241,137
38.190195,-122.628176,4.031914894,47
38.146697,-122.628176,4.071428571,7
38.103199,-122.628176,4.071428571,7
38.059701,-122.628176,4.071428571,7
38.016203,-122.628176,3.94,25
37.972705,-122.628176,3.94,25
37.929207,-122.628176,4,4
37.885709,-122.628176,4,2
37.842211,-122.628176,4.5,1
38.842665,-122.683754,4.5,3
38.494681,-122.683754,4.020661157,121
38.451183,-122.683754,4.008823529,170
38.407685,-122.683754,3.994505495,182
38.364187,-122.683754,4.045454545,99
38.320689,-122.683754,4.051886792,106
38.277191,-122.683754,4.142857143,28
38.233693,-122.683754,4.11,50
38.146697,-122.683754,4,1
38.103199,-122.683754,3.75,2
38.059701,-122.683754,4.222222222,9
38.016203,-122.683754,4.222222222,9
37.972705,-122.683754,4.3125,8
37.929207,-122.683754,4.25,4
37.885709,-122.683754,4.25,4
38.842665,-122.739332,4.5,3
38.538179,-122.739332,3.933333333,15
38.494681,-122.739332,3.98013245,151
38.451183,-122.739332,4.005882353,170
38.407685,-122.739332,4.007853403,191
38.364187,-122.739332,4.052631579,76
38.320689,-122.739332,4.021126761,71
38.277191,-122.739332,4.19047619,21
38.190195,-122.739332,4,1
38.146697,-122.739332,4,1
38.103199,-122.739332,3.75,2
38.059701,-122.739332,4.166666667,3
38.016203,-122.739332,4.166666667,3
37.972705,-122.739332,4.5,2
38.712171,-122.79491,4,1
38.668673,-122.79491,4,1
38.625175,-122.79491,4,1
38.581677,-122.79491,4.03125,32
38.538179,-122.79491,4.083333333,42
38.494681,-122.79491,4.0875,40
38.451183,-122.79491,4.009433962,53
38.407685,-122.79491,4.022727273,66
38.364187,-122.79491,4.040816327,49
38.277191,-122.79491,4,2
38.233693,-122.79491,4,2
38.103199,-122.79491,4.0625,8
38.059701,-122.79491,4,10
38.016203,-122.79491,4,10
38.755669,-122.850488,3.5,1
38.712171,-122.850488,4,4
38.668673,-122.850488,4,12
38.625175,-122.850488,4.010204082,49
38.581677,-122.850488,4.033333333,60
38.538179,-122.850488,4.15625,16
38.494681,-122.850488,4.071428571,21
38.451183,-122.850488,4.049019608,51
38.407685,-122.850488,4.05,60
38.364187,-122.850488,4.046296296,54
38.190195,-122.850488,4.333333333,3
38.146697,-122.850488,4.25,4
38.103199,-122.850488,4.333333333,6
38.059701,-122.850488,4.375,4
38.016203,-122.850488,4.5,3
38.755669,-122.906066,4,5
38.712171,-122.906066,4.071428571,7
38.668673,-122.906066,3.966666667,15
38.625175,-122.906066,3.989583333,48
38.581677,-122.906066,3.977272727,44
38.538179,-122.906066,4,2
38.494681,-122.906066,3.916666667,12
38.451183,-122.906066,4.090909091,22
38.407685,-122.906066,4.269230769,13
38.364187,-122.906066,4.291666667,12
38.320689,-122.906066,4,4
38.277191,-122.906066,4.142857143,7
38.233693,-122.906066,4.125,4
38.190195,-122.906066,4.125,4
38.146697,-122.906066,4.125,4
38.103199,-122.906066,4.25,2
38.668673,-122.961644,3.5,1
38.625175,-122.961644,3.5,1
38.538179,-122.961644,3.972222222,18
38.494681,-122.961644,3.975,20
38.451183,-122.961644,4.104166667,24
38.407685,-122.961644,4.428571429,7
38.364187,-122.961644,4.2,15
38.320689,-122.961644,4,8
38.277191,-122.961644,4.083333333,6
38.233693,-122.961644,3.75,2
38.190195,-122.961644,3.5,1
38.146697,-122.961644,3.5,1
38.799167,-123.017222,3.966666667,15
38.755669,-123.017222,3.964285714,14
38.538179,-123.017222,4.026315789,19
38.494681,-123.017222,4.037037037,27
38.451183,-123.017222,4.04,25
38.407685,-123.017222,4.25,4
38.364187,-123.017222,4.078947368,19
38.320689,-123.017222,4.078947368,19
38.277191,-123.017222,4,8
38.451183,-123.0728,4.083333333,6
38.407685,-123.0728,4.083333333,6
38.364187,-123.0728,4.111111111,18
38.320689,-123.0728,4.111111111,18
38.277191,-123.0728,4,8
