lat,lng,Avg. rating,Number of Records
38.625175,-122.961644,3.5,1
38.625175,-122.906066,3.732142857,56
38.625175,-122.850488,3.732758621,58
38.625175,-122.79491,4,1
38.625175,-122.628176,4.166666667,3
38.625175,-122.572598,3.925925926,27
38.625175,-122.51702,4,1
38.625175,-122.461442,3.75,2
38.625175,-122.405864,3.75,2
38.625175,-122.016818,5,1
38.625175,-121.96124,5,1
38.625175,-121.794506,3.672619048,84
38.625175,-121.738928,3.50625,80
38.625175,-121.68335,3.25,4
38.625175,-121.627772,4,3
38.625175,-121.572194,3.344827586,87
38.625175,-121.516616,3.545736434,645
38.581677,-122.906066,3.701923077,52
38.581677,-122.850488,3.647435897,78
38.581677,-122.79491,3.355769231,52
38.581677,-122.628176,4.375,4
38.581677,-122.572598,3.925925926,27
38.581677,-122.51702,4.166666667,3
38.581677,-122.461442,4.1,5
38.581677,-122.405864,3.75,2
38.581677,-122.23913,3.5,2
38.581677,-122.183552,4,1
38.581677,-122.016818,5,1
38.581677,-121.96124,3.3,5
38.581677,-121.794506,3.541666667,48
38.581677,-121.738928,3.51552795,161
38.581677,-121.68335,3.568181818,22
38.581677,-121.572194,2.608108108,37
38.581677,-121.516616,3.593704246,683
38.538179,-123.017222,3.695652174,23
38.538179,-122.961644,3.636363636,22
38.538179,-122.906066,4,2
38.538179,-122.850488,3.56,25
38.538179,-122.79491,3.433823529,68
38.538179,-122.739332,3.595238095,21
38.538179,-122.628176,4.375,4
38.538179,-122.572598,3.925925926,27
38.538179,-122.51702,4.1875,8
38.538179,-122.461442,4,38
38.538179,-122.405864,4.2,5
38.538179,-122.183552,4,1
38.538179,-122.016818,4.5,2
38.538179,-121.96124,3.80952381,21
38.538179,-121.794506,3.520408163,49
38.538179,-121.738928,3.51552795,161
38.538179,-121.68335,3.568181818,22
38.538179,-121.572194,3.361904762,105
38.538179,-121.516616,3.573015873,630
38.494681,-123.017222,3.790322581,31
38.494681,-122.961644,3.666666667,24
38.494681,-122.906066,3.642857143,14
38.494681,-122.850488,3.583333333,30
38.494681,-122.79491,3.914893617,47
38.494681,-122.739332,3.698453608,194
38.494681,-122.683754,3.693037975,158
38.494681,-122.572598,3.25,2
38.494681,-122.51702,4.214285714,7
38.494681,-122.461442,4.026315789,38
38.494681,-122.405864,4.416666667,6
38.494681,-122.23913,3.5,2
38.494681,-122.183552,4,1
38.494681,-122.016818,4.5,2
38.494681,-121.96124,3.80952381,21
38.494681,-121.850084,3.489130435,46
38.494681,-121.794506,3.69,50
38.494681,-121.738928,3.561538462,130
38.494681,-121.68335,3.6,10
38.494681,-121.572194,3.705882353,17
38.494681,-121.516616,3.323717949,156
38.451183,-123.0728,4.083333333,6
38.451183,-123.017222,3.875,28
38.451183,-122.961644,3.925925926,27
38.451183,-122.906066,3.916666667,24
38.451183,-122.850488,3.81147541,61
38.451183,-122.79491,3.714285714,70
38.451183,-122.739332,3.488636364,264
38.451183,-122.683754,3.590909091,242
38.451183,-122.628176,3.769230769,26
38.451183,-122.572598,3.8,10
38.451183,-122.51702,3.9375,8
38.451183,-122.461442,3.931034483,29
38.451183,-122.405864,4.205882353,17
38.451183,-122.350286,3.97826087,23
38.451183,-121.96124,3,2
38.451183,-121.905662,4.5,1
38.451183,-121.850084,3.510638298,47
38.451183,-121.794506,3.76,25
38.451183,-121.572194,3.8,10
38.451183,-121.516616,3.159340659,91
38.407685,-123.0728,4.083333333,6
38.407685,-123.017222,4.25,4
38.407685,-122.961644,4.428571429,7
38.407685,-122.906066,3.966666667,15
38.407685,-122.850488,3.830985915,71
38.407685,-122.79491,3.761904762,84
38.407685,-122.739332,3.671936759,253
38.407685,-122.683754,3.537313433,268
38.407685,-122.628176,3.825,20
38.407685,-122.572598,3.8,10
38.407685,-122.51702,4.03125,16
38.407685,-122.461442,3.833333333,3
38.407685,-122.405864,3.892857143,14
38.407685,-122.350286,3.854166667,24
38.407685,-122.294708,3.5,1
38.407685,-122.23913,1.5,1
38.407685,-122.016818,3.651162791,43
38.407685,-121.96124,3.279527559,127
38.407685,-121.905662,3,12
38.407685,-121.850084,3.5,38
38.407685,-121.794506,3.966666667,15
38.407685,-121.572194,4,2
38.407685,-121.516616,3.222222222,36
38.364187,-123.0728,4.026315789,19
38.364187,-123.017222,3.952380952,21
38.364187,-122.961644,4.2,15
38.364187,-122.906066,4.291666667,12
38.364187,-122.850488,3.8515625,64
38.364187,-122.79491,3.918181818,55
38.364187,-122.739332,3.617924528,106
38.364187,-122.683754,3.37283237,173
38.364187,-122.572598,4.083333333,6
38.364187,-122.51702,4.017241379,29
38.364187,-122.461442,3.928571429,14
38.364187,-122.405864,3.863636364,11
38.364187,-122.350286,3.836956522,46
38.364187,-122.294708,3.340277778,72
38.364187,-122.23913,3.083333333,6
38.364187,-122.016818,3.5,77
38.364187,-121.96124,3.288359788,189
38.364187,-121.905662,3.153846154,13
38.364187,-121.850084,4.5,1
38.364187,-121.572194,4.5,3
38.320689,-123.0728,4.026315789,19
38.320689,-123.017222,3.952380952,21
38.320689,-122.961644,4,8
38.320689,-122.906066,4,4
38.320689,-122.850488,3,1
38.320689,-122.79491,3,1
38.320689,-122.739332,3.386178862,123
38.320689,-122.683754,3.442528736,174
38.320689,-122.51702,3.688888889,45
38.320689,-122.461442,4.09,50
38.320689,-122.405864,4,2
38.320689,-122.350286,3.875,24
38.320689,-122.294708,3.583710407,221
38.320689,-122.23913,3.552083333,48
38.320689,-122.072396,3.093023256,43
38.320689,-122.016818,3.356,125
38.320689,-121.96124,3.302030457,197
38.320689,-121.905662,3.214285714,7
38.320689,-121.572194,4.75,2
38.320689,-121.516616,4.5,1
38.277191,-123.0728,3.833333333,9
38.277191,-123.017222,3.75,10
38.277191,-122.961644,4.083333333,6
38.277191,-122.906066,4.142857143,7
38.277191,-122.850488,3,1
38.277191,-122.79491,4,2
38.277191,-122.739332,3.677419355,31
38.277191,-122.683754,3.532608696,46
38.277191,-122.628176,3.571428571,133
38.277191,-122.572598,3.6875,16
38.277191,-122.51702,3.583333333,36
38.277191,-122.461442,3.727272727,88
38.277191,-122.405864,3.875,4
38.277191,-122.350286,3.904761905,21
38.277191,-122.294708,3.590909091,220
38.277191,-122.23913,3.464285714,56
38.277191,-122.127974,3.388888889,9
38.277191,-122.072396,3.295454545,176
38.277191,-122.016818,3.287292818,181
38.277191,-121.96124,3.2,25
38.277191,-121.905662,2.7,5
38.277191,-121.572194,4.75,2
38.277191,-121.516616,3.65,10
38.233693,-122.961644,3.75,2
38.233693,-122.906066,4.125,4
38.233693,-122.79491,4,2
38.233693,-122.683754,3.896551724,58
38.233693,-122.628176,3.740112994,177
38.233693,-122.572598,3.735294118,17
38.233693,-122.51702,4.5,1
38.233693,-122.461442,3.916666667,12
38.233693,-122.405864,3.833333333,3
38.233693,-122.350286,4,5
38.233693,-122.294708,3.326666667,75
38.233693,-122.23913,3.232142857,56
38.233693,-122.183552,3.346153846,13
38.233693,-122.127974,3.285714286,35
38.233693,-122.072396,3.301829268,164
38.233693,-122.016818,3.291666667,168
38.233693,-121.96124,3.2,25
38.233693,-121.905662,2.916666667,6
38.233693,-121.738928,2,1
38.233693,-121.68335,2,1
38.233693,-121.516616,3.65,10
38.190195,-122.961644,3.5,1
38.190195,-122.906066,4.125,4
38.190195,-122.850488,4.333333333,3
38.190195,-122.739332,4,1
38.190195,-122.628176,3.566176471,68
38.190195,-122.572598,3.75,16
38.190195,-122.51702,4.5,1
38.190195,-122.461442,3.7,5
38.190195,-122.405864,3.5,1
38.190195,-122.294708,3.254901961,51
38.190195,-122.23913,3.013157895,76
38.190195,-122.183552,3.3125,24
38.190195,-122.127974,3.285714286,35
38.190195,-122.072396,3.823529412,17
38.190195,-122.016818,3.320512821,39
38.190195,-121.96124,3,2
38.190195,-121.905662,4,1
38.190195,-121.850084,4,1
38.190195,-121.738928,3.166666667,6
38.190195,-121.68335,3.411764706,17
38.190195,-121.627772,3.785714286,7
38.190195,-121.572194,4.2,5
38.190195,-121.516616,3.357142857,7
38.146697,-122.961644,3.25,2
38.146697,-122.906066,3.9,5
38.146697,-122.850488,4,5
38.146697,-122.739332,4,1
38.146697,-122.683754,4,1
38.146697,-122.628176,3.363636364,11
38.146697,-122.572598,3.419117647,68
38.146697,-122.51702,3.5625,8
38.146697,-122.461442,3,1
38.146697,-122.294708,3.409090909,121
38.146697,-122.23913,3.224,250
38.146697,-122.183552,3.175438596,57
38.146697,-121.738928,3.166666667,6
38.146697,-121.68335,3.411764706,17
38.146697,-121.627772,3.75,8
38.146697,-121.572194,3.75,10
38.146697,-121.516616,3,1
38.103199,-122.961644,3,1
38.103199,-122.906066,3.833333333,3
38.103199,-122.850488,4.142857143,7
38.103199,-122.79491,3.888888889,9
38.103199,-122.739332,3.75,2
38.103199,-122.683754,3.75,2
38.103199,-122.628176,3.363636364,11
38.103199,-122.572598,3.515151515,99
38.103199,-122.51702,3.480392157,51
38.103199,-122.294708,3.521052632,95
38.103199,-122.23913,3.252118644,236
38.103199,-122.183552,3.324561404,114
38.103199,-122.127974,3.443181818,44
38.103199,-122.072396,2.166666667,3
38.103199,-121.68335,3.611111111,9
38.103199,-121.627772,3.5,1
38.103199,-121.572194,3.3,5
38.103199,-121.516616,3,1
38.059701,-122.961644,3,1
38.059701,-122.906066,3,1
38.059701,-122.850488,4.1,5
38.059701,-122.79491,3.863636364,11
38.059701,-122.739332,4.166666667,3
38.059701,-122.683754,4.222222222,9
38.059701,-122.628176,3.9375,8
38.059701,-122.572598,3.471223022,139
38.059701,-122.51702,3.505681818,88
38.059701,-122.350286,3.75,2
38.059701,-122.294708,3.629411765,85
38.059701,-122.23913,3.761682243,107
38.059701,-122.183552,3.516483516,91
38.059701,-122.127974,3.688888889,90
38.059701,-122.072396,3.625,12
38.059701,-122.016818,3.571428571,7
38.059701,-121.96124,3.104166667,24
38.059701,-121.905662,3.217647059,85
38.059701,-121.850084,3.31779661,118
38.059701,-121.794506,3.464912281,57
38.059701,-121.738928,2.875,8
38.059701,-121.68335,4.1,5
38.059701,-121.627772,3.888888889,9
38.059701,-121.572194,3.357142857,7
38.059701,-121.516616,3,1
38.016203,-122.850488,4.5,3
38.016203,-122.79491,3.863636364,11
38.016203,-122.739332,4.166666667,3
38.016203,-122.683754,4.222222222,9
38.016203,-122.628176,3.851851852,27
38.016203,-122.572598,3.591891892,185
38.016203,-122.51702,3.606060606,231
38.016203,-122.461442,4.15,10
38.016203,-122.405864,4.5,2
38.016203,-122.350286,3.263736264,91
38.016203,-122.294708,3.316455696,158
38.016203,-122.23913,3.425,40
38.016203,-122.183552,3.637254902,51
38.016203,-122.127974,3.578740157,127
38.016203,-122.072396,3.445833333,240
38.016203,-122.016818,3.490950226,221
38.016203,-121.96124,3.107692308,65
38.016203,-121.905662,3.255102041,98
38.016203,-121.850084,3.462328767,146
38.016203,-121.794506,3.211678832,137
38.016203,-121.738928,3.10106383,94
38.016203,-121.68335,3.636363636,22
38.016203,-121.627772,4.055555556,9
38.016203,-121.572194,3.5,2
38.016203,-121.516616,3,1
37.972705,-122.739332,4.5,2
37.972705,-122.683754,4.3125,8
37.972705,-122.628176,3.851851852,27
37.972705,-122.572598,3.652173913,184
37.972705,-122.51702,3.621428571,280
37.972705,-122.461442,4.133333333,15
37.972705,-122.405864,3.818181818,22
37.972705,-122.350286,3.416666667,282
37.972705,-122.294708,3.29916318,239
37.972705,-122.23913,3.18,25
37.972705,-122.127974,3.6,95
37.972705,-122.072396,3.481527094,406
37.972705,-122.016818,3.488603989,351
37.972705,-121.96124,3.137755102,98
37.972705,-121.905662,3.265625,96
37.972705,-121.850084,3.258064516,155
37.972705,-121.794506,3.232394366,142
37.972705,-121.738928,3.167630058,173
37.972705,-121.68335,3.436781609,87
37.972705,-121.627772,4,9
37.972705,-121.572194,3.5,3
37.972705,-121.516616,3,1
37.929207,-122.683754,4.25,4
37.929207,-122.628176,3.571428571,7
37.929207,-122.572598,3.780141844,141
37.929207,-122.51702,3.699658703,293
37.929207,-122.461442,4.043478261,23
37.929207,-122.405864,3.826086957,23
37.929207,-122.350286,3.464163823,293
37.929207,-122.294708,3.621372032,379
37.929207,-122.23913,3.7625,80
37.929207,-122.183552,3.703703704,27
37.929207,-122.127974,3.806122449,49
37.929207,-122.072396,3.479744136,469
37.929207,-122.016818,3.501344086,372
37.929207,-121.96124,3.164556962,79
37.929207,-121.905662,3.9375,8
37.929207,-121.794506,3.054054054,37
37.929207,-121.738928,3.151079137,139
37.929207,-121.68335,3.378571429,70
37.929207,-121.627772,3.65625,16
37.929207,-121.572194,3.714285714,7
37.929207,-121.516616,3.25,2
37.885709,-122.683754,4.25,4
37.885709,-122.628176,3.4,5
37.885709,-122.572598,3.5,3
37.885709,-122.51702,3.7,165
37.885709,-122.461442,3.746376812,69
37.885709,-122.405864,3.795454545,22
37.885709,-122.350286,3.493288591,149
37.885709,-122.294708,3.703440095,843
37.885709,-122.23913,3.750896057,558
37.885709,-122.183552,3.75,30
37.885709,-122.127974,3.5,74
37.885709,-122.072396,3.599156118,237
37.885709,-122.016818,3.521008403,119
37.885709,-121.96124,4,6
37.885709,-121.905662,3.9,5
37.885709,-121.738928,3.329268293,41
37.885709,-121.68335,3.47826087,46
37.885709,-121.627772,3.617647059,17
37.885709,-121.572194,3.714285714,7
37.885709,-121.516616,3.5,1
37.842211,-122.628176,4.5,1
37.842211,-122.572598,3.888888889,9
37.842211,-122.51702,3.717647059,85
37.842211,-122.461442,3.824292453,424
37.842211,-122.405864,3.880779692,"1,103"
37.842211,-122.350286,3.902439024,41
37.842211,-122.294708,3.916438356,"1,095"
37.842211,-122.23913,3.885078777,"1,079"
37.842211,-122.183552,3.731060606,132
37.842211,-122.127974,3.5,72
37.842211,-122.072396,3.529761905,84
37.842211,-122.016818,3.831632653,98
37.842211,-121.96124,3.675,100
37.842211,-121.905662,3.4375,24
37.842211,-121.68335,4.5,1
37.842211,-121.627772,3.458333333,12
37.842211,-121.572194,3.666666667,3
37.842211,-121.516616,4.25,2
37.798713,-122.51702,3.719512195,246
37.798713,-122.461442,4.007882883,888
37.798713,-122.405864,4.087034384,"1,396"
37.798713,-122.350286,3.702797203,143
37.798713,-122.294708,3.69525066,758
37.798713,-122.23913,3.915331808,874
37.798713,-122.183552,3.598101266,316
37.798713,-122.127974,3.267857143,28
37.798713,-122.072396,3.431818182,22
37.798713,-122.016818,3.639285714,140
37.798713,-121.96124,3.624423963,217
37.798713,-121.905662,3.439393939,33
37.798713,-121.627772,4,1
37.798713,-121.572194,5,1
37.798713,-121.516616,3.1,5
37.755215,-122.51702,3.612,375
37.755215,-122.461442,4.04494382,"1,246"
37.755215,-122.405864,4.126473741,933
37.755215,-122.350286,3.807453416,161
37.755215,-122.294708,3.702105263,475
37.755215,-122.23913,3.61878453,905
37.755215,-122.183552,3.418655098,461
37.755215,-122.127974,3.368159204,201
37.755215,-122.072396,4.208333333,12
37.755215,-122.016818,3.511111111,45
37.755215,-121.96124,3.462053571,224
37.755215,-121.905662,3.385026738,187
37.755215,-121.850084,3.441176471,85
37.755215,-121.794506,3.416666667,6
37.755215,-121.738928,3.192307692,39
37.755215,-121.68335,3.048387097,31
37.755215,-121.572194,3.125,4
37.711717,-122.51702,3.448148148,270
37.711717,-122.461442,3.726099426,"1,046"
37.711717,-122.405864,3.891252955,846
37.711717,-122.350286,3.922619048,84
37.711717,-122.294708,3.321428571,14
37.711717,-122.23913,3.51056338,142
37.711717,-122.183552,3.426116838,291
37.711717,-122.127974,3.364213198,394
37.711717,-122.072396,3.408898305,236
37.711717,-122.016818,2.75,6
37.711717,-121.96124,3.386861314,137
37.711717,-121.905662,3.42795389,347
37.711717,-121.850084,3.476495726,234
37.711717,-121.794506,3.480314961,127
37.711717,-121.738928,3.385093168,161
37.711717,-121.68335,3.060606061,33
37.711717,-121.572194,2.5,3
37.711717,-121.516616,2.375,8
37.668219,-122.51702,3.393518519,108
37.668219,-122.461442,3.325167038,449
37.668219,-122.405864,3.5,389
37.668219,-122.350286,3.461538462,26
37.668219,-122.23913,2,2
37.668219,-122.183552,3.472222222,126
37.668219,-122.127974,3.290754258,411
37.668219,-122.072396,3.239825581,344
37.668219,-122.016818,3.038461538,39
37.668219,-121.96124,3.286516854,89
37.668219,-121.905662,3.432944606,343
37.668219,-121.850084,3.483673469,245
37.668219,-121.794506,3.481060606,132
37.668219,-121.738928,3.389570552,163
37.668219,-121.572194,2.5,3
37.668219,-121.516616,2.125,4
37.624721,-122.51702,3.559210526,76
37.624721,-122.461442,3.264940239,251
37.624721,-122.405864,3.515330189,424
37.624721,-122.350286,3.664556962,237
37.624721,-122.294708,3.65625,32
37.624721,-122.183552,3.9375,8
37.624721,-122.127974,3.230769231,195
37.624721,-122.072396,3.256345178,394
37.624721,-122.016818,3.398373984,123
37.624721,-121.96124,4.090909091,11
37.624721,-121.905662,3.628440367,109
37.624721,-121.850084,3.691011236,89
37.624721,-121.794506,3.208333333,36
37.624721,-121.738928,3.204545455,22
37.624721,-121.68335,3.333333333,3
37.581223,-122.51702,3.64,50
37.581223,-122.461442,3.475409836,61
37.581223,-122.405864,3.585714286,245
37.581223,-122.350286,3.697183099,426
37.581223,-122.294708,3.630890052,382
37.581223,-122.23913,3.4765625,64
37.581223,-122.072396,3.327838828,273
37.581223,-122.016818,3.401084011,369
37.581223,-121.96124,3.363402062,194
37.581223,-121.905662,3.75,20
37.581223,-121.850084,4.25,4
37.581223,-121.794506,3.75,2
37.581223,-121.738928,3.75,2
37.537725,-122.461442,3.724137931,29
37.537725,-122.350286,3.766369048,336
37.537725,-122.294708,3.659433962,530
37.537725,-122.23913,3.642647059,340
37.537725,-122.183552,3.619565217,46
37.537725,-122.127974,4,2
37.537725,-122.072396,3.394927536,138
37.537725,-122.016818,3.34375,384
37.537725,-121.96124,3.342465753,365
37.537725,-121.905662,3.301282051,78
37.537725,-121.850084,4.5,1
37.494227,-122.51702,3.708333333,24
37.494227,-122.461442,3.592857143,70
37.494227,-122.405864,3.542553191,47
37.494227,-122.350286,3.583333333,48
37.494227,-122.294708,3.622413793,290
37.494227,-122.23913,3.603233831,402
37.494227,-122.183552,3.520895522,335
37.494227,-122.127974,3.5625,160
37.494227,-122.072396,3.6125,40
37.494227,-122.016818,3.339207048,227
37.494227,-121.96124,3.332268371,313
37.494227,-121.905662,3.359848485,132
37.494227,-121.850084,3.625,4
37.450729,-122.51702,3.647058824,17
37.450729,-122.461442,3.574324324,74
37.450729,-122.405864,3.528846154,52
37.450729,-122.350286,2.833333333,3
37.450729,-122.294708,3.684210526,57
37.450729,-122.23913,3.546178344,314
37.450729,-122.183552,3.528784648,469
37.450729,-122.127974,3.540909091,330
37.450729,-122.072396,3.476744186,86
37.450729,-122.016818,3.523529412,85
37.450729,-121.96124,3.645714286,175
37.450729,-121.905662,3.341370558,394
37.450729,-121.850084,3.408536585,82
37.407231,-122.461442,3.555555556,9
37.407231,-122.405864,3.555555556,9
37.407231,-122.350286,4,1
37.407231,-122.294708,3.8,10
37.407231,-122.23913,3.5,40
37.407231,-122.183552,3.566455696,316
37.407231,-122.127974,3.567915691,427
37.407231,-122.072396,3.558457711,402
37.407231,-122.016818,3.534398034,407
37.407231,-121.96124,3.426509186,381
37.407231,-121.905662,3.402777778,576
37.407231,-121.850084,3.427852349,298
37.407231,-121.794506,3.415384615,65
37.407231,-121.738928,4.5,2
37.407231,-121.516616,4.5,1
37.363733,-122.294708,4.25,2
37.363733,-122.23913,3.857142857,7
37.363733,-122.183552,3.766666667,15
37.363733,-122.127974,3.583333333,168
37.363733,-122.072396,3.534375,480
37.363733,-122.016818,3.502242152,669
37.363733,-121.96124,3.451798561,695
37.363733,-121.905662,3.541713014,899
37.363733,-121.850084,3.442802057,778
37.363733,-121.794506,3.390566038,265
37.363733,-121.738928,3.8,10
37.363733,-121.516616,4.5,1
37.320235,-122.23913,3.75,2
37.320235,-122.183552,3.75,2
37.320235,-122.127974,3.533333333,15
37.320235,-122.072396,3.459090909,220
37.320235,-122.016818,3.550259965,577
37.320235,-121.96124,3.460055096,726
37.320235,-121.905662,3.565217391,897
37.320235,-121.850084,3.502380952,840
37.320235,-121.794506,3.386018237,329
37.320235,-121.738928,3.547619048,21
37.276737,-122.405864,4.125,4
37.276737,-122.350286,4.125,4
37.276737,-122.072396,3.53515625,128
37.276737,-122.016818,3.568,375
37.276737,-121.96124,3.510471204,573
37.276737,-121.905662,3.483660131,612
37.276737,-121.850084,3.40625,576
37.276737,-121.794506,3.327476038,313
37.276737,-121.738928,3.406976744,43
37.233239,-122.405864,4.125,4
37.233239,-122.350286,4.125,4
37.233239,-122.072396,3.75,24
37.233239,-122.016818,3.75,104
37.233239,-121.96124,3.691304348,230
37.233239,-121.905662,3.416058394,274
37.233239,-121.850084,3.412790698,258
37.233239,-121.794506,3.41,150
37.233239,-121.738928,3.375,28
37.233239,-121.68335,3.5,1
37.189741,-122.350286,3,3
37.189741,-122.183552,5,1
37.189741,-122.127974,4.5,2
37.189741,-122.016818,3.880952381,63
37.189741,-121.96124,3.777777778,90
37.189741,-121.905662,3.692307692,26
37.189741,-121.850084,3.742424242,33
37.189741,-121.794506,3.404255319,47
37.189741,-121.738928,3.5,26
37.189741,-121.68335,3.108695652,23
37.189741,-121.627772,2.925,20
37.146243,-122.350286,3,3
37.146243,-122.183552,5,1
37.146243,-122.127974,4.178571429,14
37.146243,-122.016818,2.9,5
37.146243,-121.96124,3.166666667,6
37.146243,-121.905662,4.5,1
37.146243,-121.850084,4,1
37.146243,-121.794506,4,1
37.146243,-121.738928,4.166666667,3
37.146243,-121.68335,3.460227273,88
37.146243,-121.627772,3.402777778,108
37.146243,-121.572194,5,1
37.102745,-122.350286,3,2
37.102745,-122.183552,5,1
37.102745,-122.127974,4.15,20
37.102745,-122.072396,3.954545455,22
37.102745,-122.016818,3.166666667,18
37.102745,-121.96124,2.416666667,6
37.102745,-121.905662,4.5,1
37.102745,-121.68335,3.441860465,86
37.102745,-121.627772,3.451754386,114
37.102745,-121.572194,4.5,7
37.102745,-121.516616,5,1
37.059247,-122.183552,3.833333333,3
37.059247,-122.127974,4.083333333,6
37.059247,-122.072396,3.851851852,27
37.059247,-122.016818,3.428571429,42
37.059247,-121.96124,1.75,2
37.059247,-121.738928,4.5,1
37.059247,-121.68335,3.035714286,14
37.059247,-121.627772,3.306451613,62
37.059247,-121.572194,3.359375,96
37.059247,-121.516616,3.208333333,12
37.015749,-122.183552,3.833333333,3
37.015749,-122.072396,3.463768116,69
37.015749,-122.016818,3.566546763,278
37.015749,-121.96124,3.569078947,152
37.015749,-121.905662,3.666666667,42
37.015749,-121.850084,3.533333333,15
37.015749,-121.794506,4.2,5
37.015749,-121.738928,4.5,1
37.015749,-121.627772,3.228571429,35
37.015749,-121.572194,3.147058824,136
37.015749,-121.516616,2.853658537,41
36.972251,-122.183552,3.833333333,3
36.972251,-122.072396,3.405172414,58
36.972251,-122.016818,3.592156863,255
36.972251,-121.96124,3.636986301,146
36.972251,-121.905662,3.632653061,49
36.972251,-121.850084,3.5,22
36.972251,-121.794506,3.240740741,54
36.972251,-121.738928,3.287234043,47
36.972251,-121.627772,3.09375,32
36.972251,-121.572194,3.095419847,131
36.972251,-121.516616,2.792682927,41
36.928753,-122.072396,3.452380952,42
36.928753,-122.016818,3.614224138,232
36.928753,-121.96124,3.591743119,109
36.928753,-121.905662,3.590909091,44
36.928753,-121.850084,3.4,20
36.928753,-121.794506,3.39380531,113
36.928753,-121.738928,3.607692308,65
36.928753,-121.68335,3.5,2
36.928753,-121.627772,3.5,2
36.928753,-121.572194,2.833333333,3
36.928753,-121.516616,2.833333333,3
,,0.447558457,186.1843911
,,3.647414224,102.5763889
